ID,ISBN:,Автор:,В базе:,В закладки,Возраст,Год:,Издательство:,Код:,Название,Не понравилось,Обложка,Описание,Переводчик:,Переплёт:,Понравилось,Производитель:,Размеры:,Рейтинг,Серия:,Страниц:,Тематика:,Тираж:,Формат:,Цена
374400,978-5-699-36216-5,Емец Дмитрий Александрович,Э.БКТГ.Таня Гроттер и посох волхвов Таня Гроттер и,0,12+,2009,Эксмо,448790,Таня Гроттер и посох волхвов Таня Гроттер и молот Перуна,1,/files/1836/20/74/79.jpg," ""Таня Гроттер и посох волхвов"".Между Потусторонним Миром и миром магов существует строгий закон равновесия. Ничто не может перейти из мира в мир, не нарушив хрупкого баланса сил. Но вот веками оберегаемое равновесие нарушено: из Потустороннего Мира похищено нечто исключительно ценное... Одновременно по Таниной неосторожности в зеркале поселяется сильный дух, который открывает проход между мирами. Три могучих древних бога: Перун, Велес и Триглав - и хранитель мирового древа Симорг требуют вернуть украденное, грозя уничтожить Буян и с ним вместе весь магический мир... Ну, а настырный Гурий Пуппер по-прежнему делает все, чтобы завоевать любовь Тани Гроттер. Он сотнями посылает купидончиков и даже... переходит из команды невидимок в сборную Тибидохса по Драконболу...""Таня Гроттер и молот Перуна"".Кто-то ночь за ночью нарушает магическую защиту Буяна, выбивая на непроницаемом куполе загадочные символы. Одновременно с этим Гробыня лишается магии и вынуждена вернуться к лопухоидам, Гуня Гломов теряет силу, Катя Лотко-ва - красоту. В Тибидохсе происходит что-то непонятное... А жизнь между тем не стоит на месте. Пипа Дурнева, у которой обнаружилась интуитивная магия, попадает в школу магии. Таня Гроттер испытывает на себе действие магии вуду и как кошка влюбляется в Пуппера. А команде Тибидохса по драконболу предстоит сразиться со сборной вечности, куда входят наиизвестнейшие игроки всех времен и народов, среди которых сам... далее Читать Свернуть ",,твердый,9,,"21,50 см x 14,50 см x 3,20 см", 90%,Большая книга Тани Гроттер,544,Для среднего школьного возраста,4000,60х90/16,
376015,978-5-367-01064-0,Фрай Макс,Амф.Фрай(м) Книга огненных страниц,0,16+,2009,Амфора,451354,Книга Огненных Страниц ,0,/files/1836/20/91/59.jpg," Это самая страшная, самая правдивая и одновременно самая лживая из историй о Тайном Сыщике по имени сэр Макс. После нее мир уже никогда не будет прежним – ни для читателей, ни для персонажей, ни для самого автора, если уж на то пошло. далее Читать Свернуть ",,мягкий,7,,"11,30 см x 18,00 см", 76.92%,Лабиринты Ехо,220,Отечественная,7000,76х100/32,
376016,978-5-367-01065-7,Фрай Макс,Амф.(м) Фрай Болтливый мертвец,0,16+,2010,Амфора,451356,Болтливый мертвец ,0,/files/1836/20/91/61.jpg," После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: «Гори оно все синим пламенем!».Сборник ""Болтливый мертвец"". Вторая повесть. далее Читать Свернуть ",,мягкий,84,,, 100%,Лабиринты Ехо,190,Отечественная,7000,76х100/32,
376017,978-5-367-01066-4,Фрай Макс,Амф.Фрай(м) Наследство для Лонли-Локли,0,16+,2009,Амфора,451353,Наследство для Лонли-Локли ,0,/files/1836/20/91/58.jpg," Могущество чародея – не драгоценный камень, который можно спрятать в тайнике и быть уверенным, что это достояние останется при тебе до конца жизни. Иногда магическая сила покидает своего обладателя – без каких бы то ни было видимых причин.Поэтому, пока этого не случилось, можно устроить своего рода репетицию: проверить, чего ты на самом деле стоишь. И заодно превратить чрезвычайно простое дело в предельно запутанное. далее Читать Свернуть ",,мягкий,13,,"11,60 см x 18,00 см", 100%,Лабиринты Ехо,319,Отечественная,7000,76х100/32,
376059,978-5-699-37744-2,Роллинс Джеймс,Э.Бестселлер.Последний оракул,0,16+,2011,Эксмо,462443,Последний оракул  Роллинс Джеймс ,1,/files/1836/21/63/28.jpg," Нищий оборванец, застреленный снайпером у самых дверей штаб-квартиры спецотряда ""Сигма"", успевает передать коммандеру Грею Пирсону старинную греческую монету с изображением храма Дельфийского оракула. Убитый опознан: это Арчибальд Полк, входивший в сообщество элитных ученых, известное под названием ""Ясоны"". В последнее время отколовшаяся группа ""Ясонов"" проводила секретные эксперименты с детьми-аутистами, усиливая проявляемые ими необыкновенные способности. Однако у маленьких подопытных возникает странный побочный эффект, и его неконтролируемое развитие грозит ужасными последствиями для всего человечества. Видимо, об этом Арчибальд Полк и пытался предупредить ""Сигму"". Но какое отношение к этому имеет древнегреческий оракул? Чтобы понять это, Грей Пирсон и его товарищи должны разгадать тайну, окутанную веками. Впервые на русском! Новый захватывающий супербестселлер от автора ""Амазонии"", ""Бездны"", ""Песчаного дьявола""! далее Читать Свернуть ",,мягкий,19,,"21,50 см x 17,00 см x 2,00 см", 95%,"Проект ""Бестселлер""",448,Зарубежная,32000,210.00mm x 160.00mm x 20.00mm,
377324,978-5-367-02092-2,Фрай Макс,Амф.Фрай Чужак,0,16+,2011,Амфора,57178,Чужак ,0,/files/1836/59/77/3.jpg," Замечательные Приключения начинаются! Обаятельный парнишка Макс превращается в Тайного Сыщика сэра Макса, чудеса происходят на каждом шагу, тайны, магия, Магистры... далее Читать Свернуть ",,твердый,22,,"10,75 см x 20,00 см x 4,30 см", 100%,Лабиринты Ехо,640,Отечественная,5000,205.00mm x 134.00mm x 40.00mm,
3777351,978-5-699-20833-3,Донцова Дарья Аркадьевна,Э.ИД(м).Любовь-морковь и третий лишний,0,16+,2006,Эксмо,267018,Любовь - морковь и третий лишний  Донцова Дарья Аркадьевна,2,/files/1377/10/65/62.jpg," Голову даю на отсечение - каждому из вас хоть раз хотелось выступить на сцене и сорвать шквал аплодисментов! А мне, Евлампии Романовой, представилась эта потрясающая возможность! Дело было так: меня попросила выйти вместо нее на подмостки Жанна, актриса театра ""Лео"". И не думайте, что я совсем завралась! Никто бы не заметил этой подмены: роль горничной была без слов, а все актеры в этой странной пьесе играли в масках. И вдруг прямо во время спектакля скончалась известная театральная прима Тина Борская. Ее отравили! Все уверены: убийца - Жанна. Именно она подала Тине сосуд с водой. Лишь я одна точно знаю, что Жанна невиновна. Ведь отравительница под маской - это я! Что же делать? Уносить ноги?! Но я решила поступить в точности наоборот - прыгнуть в самое пекло... далее Читать Свернуть ",,мягкий,5,,"10,80 см x 16,50 см x 1,50 см", 61.54%,Иронический детектив,352,Отечественные,420000,70х90/32,
377765,978-5-367-01004-6,Фрай Макс,Амф.Фрай(м) Корабль из Арвароха и др. неприятности доп.,0,16+,2009,Амфора,441792,Корабль из Арвароха и другие неприятности,0,/files/1377/20/26/76.jpg," Путь самурая ведет, говорят, к просветлению и нередко завершается ритуалом харакири; путь дурака ведет в пропасть и завершается, как правило, непродолжительным испуганным воплем. Кажется, наш герой умудряется следовать обоими маршрутами одновременно: редкая птица, что с него взять. И вот вам результат его ухищрений: хороший сэр Макс - мертвый сэр Макс. Но, живой или мертвый, он продолжает рассказывать увлекательные истории, а слушатели расплачиваются за развлечение, кидая в вечно пустую шляпу мелкие, невидимые глазу осколки собственных сердец. далее Читать Свернуть ",,мягкий,16,,"11,70 см x 18,00 см", 100%,Лабиринты Ехо,315,Отечественная,10000,76х100/32,
378083,978-5-367-01159-3,Фрай Макс,Амф. Фрай Большая телега,0,16+,2009,Амфора,458021,Большая телега ,2,/files/1836/21/43/52.jpg," Большая Медведица, третье по размерам созвездие неба, покрывает значительный участок зоны околополюсных созвездий Северного полушария. Рисунок, образуемый группой из семи наиболее ярких звезд, составляющих крестец и хвост Медведицы и известных как Плуг, или Большой ковш, легко узнаваем и поэтому служит прекрасным отправным пунктом для ориентировки на небе. В Древнем Вавилоне созвездие Большой Медведицы носило название Грузовая Повозка. Это название заимствовали многие народы, а кое-где оно сохранилось и до нового времени. В частности, немцы называют его Grosser Wagen – Большой Воз, или Большая Телега, да и в русском языке сохранились, хоть и стали малоупотребимыми старые названия: Воз, Возило, Телега, Повозка. Словом «телега» на сленге называют устный рассказ, историю, как правило, длинную и запутанную, часто (но не обязательно) неправдоподобную; в таких случаях обычно употребляется глагол «гнать». Таким образом, наша «Большая телега» – не только идеальное транспортное средство для поездок по Европе, но и подходящее название для сборника отчетов об этих путешествиях, длинных, запутанных, на первый взгляд неправдоподобных, но достоверных. Макс Фрай далее Читать Свернуть ",,твердый,40,,"13,00 см x 20,00 см x 3,20 см", 95.24%,ФРАМ,511,Отечественная,100000,84х108/32,
379666,978-5-373-02442-6,Хантер Эрин,ОЛМА Коты-воители Послание,0,6+,2009,Олма-пресс,455792,Послание  Хантер Эрин ,0,/files/1377/21/25/33.jpg," Неспокойно на душе храброго и мудрого Огнезвезда. Каждую ночь ему являются неизвестные коты и просят о помощи. Никто не в силах помочь предводителю Грозового племени разгадать смысл их послания, а когда он, наконец, становится ясен, то приводит Огнезвезда в смятение. Много-много лун назад четыре кошачьих племени прогнали пятое, Небесное племя, из родного леса, лишив его помощи и обретя на вечное изгнание. И теперь задача Огнезвезда - найти котов-изгнанников и возродить Небесное племя во славу их предков. Вместе с Песчаной Бурей он отправляется в долгое и опасное путешествие... далее Читать Свернуть ",,твердый,32,,"13,00 см x 20,00 см", 100%,Коты-воители,352,Для младшего школьного возраста,3000,84х108/32,
380423,978-5-699-37754-1,Роллинс Джеймс,Э.Бестселлер.Кости волхвов,0,16+,2011,Эксмо,464906,Кости волхвов  Роллинс Джеймс ,0,/files/1377/21/73/65.jpg," В Кельнском соборе во время праздничной службы происходит массовое убийство: все прихожане погибают мучительной смертью. Преступники, облаченные в монашеские рясы, похищают бесценную реликвию, хранившуюся в соборе с XII века. - кости библейских волхвов. Из Вашингтона для расследования преступления послана группа спецагентов секретной организации ""Сигма"" во главе с Греем Пирсом. Совместно с учеными Ватикана группе удается установить, что в убийстве и похищении замешан Имперский орден дракона - тайное братство алхимиков, корни которого уходят в глубь веков. далее Читать Свернуть ",,мягкий,3,,"21,50 см x 17,00 см x 2,20 см", 66.67%,,496,Зарубежная,5000,211.00mm x 162.00mm x 22.00mm,
381229,978-5-699-37955-2,Роллинс Джеймс,Э.Бестселлер.Песчаный дьявол,0,16+,2009,Эксмо,471788,Песчаный дьявол  Роллинс Джеймс ,1,/files/1377/21/90/20.jpg," Двадцать лет назад английский археолог и миллионер Реджинальд Кенсингтон бесследно исчез в легендарном городе Убаре, затерянном в Аравийской пустыне. После загадочного взрыва в основанной Кенсингтоном галерее, где собраны сокровища из Убара, ученые обнаруживают внутри каменного изваяния, расколотого при взрыве, странную металлическую деталь - точную копию человеческого сердца. Дочь археолога снаряжает научную экспедицию с целью проникнуть в тайны, хранимые пустыней. Однако этот взрыв привлекает к себе внимание не только ученых, но и международной преступной группы, стремящейся завладеть некой таинственной силой, спрятанной где-то в подземельях Убара. далее Читать Свернуть ",,мягкий,9,,"21,50 см x 17,00 см x 2,20 см", 90%,"Проект ""Бестселлер""",544,Зарубежная,5000,70х90/16,
381505,978-5-367-01177-7,Фрай Макс,Амф. Фрай Жалобная книга(тв),0,16+,2009,Амфора,473299,Жалобная книга ,0,/files/1377/21/94/54.jpg," В трудную минуту, когда кажется, что жизнь не удалась, будьте бдительны, не проклинайте судьбу — ни вслух, ни даже про себя. Мужчина за соседним столиком в кафе, девушка, улыбнувшаяся вам в метро, приветливая старушка во дворе могут оказаться одними из тех, кто с радостью проживет вашу жизнь вместо вас. Вы даже и не заметите, как это случится. Они называют себя НАКХИ. Они всегда рядом с нами. Мужество и готовность принять свою судьбу, какой бы она ни была, — наша единственная защита от них, но она действует безотказно. далее Читать Свернуть ",,твердый,7,,"13,00 см x 20,00 см x 2,80 см", 76.92%,,446,Отечественная,5000,84х108/32,
3819428,978-5-699-36153-3,Донцова Дарья Аркадьевна,Э.ИД(м).Привидение в кроссовках,0,16+,2013,Эксмо,78282,Привидение в кроссовках  Донцова Дарья Аркадьевна,3,/files/1377/63/62/8.jpg," Не успела Дарья Васильева стать директором книжного магазина, как в первый же день работы в шкафчике раздевалки продавщицы обнаружили труп неизвестной девушки. Но самое ужасное, что звали ее Дарья Ивановна Васильева, то есть убитая была полной тезкой Даши. Но как эта девушка попала в подвал? Дарья собирается это выяснить. Сюрпризы между тем продолжаются: ураган привел в полную негодность Дашин коттедж, и любительница частного сыска временно поселилась в магазине вместе со всеми домашними животными. А тут еще по ночам в торговом зале начало разгуливать привидение. Да-да, банальное привидение в белом саване и… кроссовках... далее Читать Свернуть ",,мягкий,11,,"10,50 см x 16,50 см x 2,00 см", 78.57%,,320,Отечественные,,165.00mm x 109.00mm x 19.00mm,
3819429,978-5-699-19681-4,Донцова Дарья Аркадьевна,Э.ИД(м).Ромео с большой дороги,0,16+,2009,Эксмо,326900,Ромео с большой дороги ,0,/files/1836/13/98/52.jpg," Ничего себе дельце свалилось на голову Даши Васильевой – она должна найти… шубу. Правда, манто не простое - из розовой шиншиллы, стоимостью в особняк. Хоть и не хочется, а искать придется, иначе потерявшая его на веселой тусовке подруга, безалаберная Танюшка, навсегда поселится в Дашином доме. Она уже заняла ее комнату! Просто плюхнулась на кровать, и пока Даша не отыщет манто, не желает вставать. Шубку подарил Тане муж, и если ее не вернуть, он, ревнивый Отелло, выгонит супругу вон. Или посадит в тюрьму как воровку! Тем более, оказывается, что он ей и не муж вовсе. Только сумасбродка-подружка могла принять свадьбу в таиландском отеле за настоящую брачную церемонию. И Даша нашла… труп. Но где же шиншилла? А тело, между тем, исчезло прямо из-под носа у любительницы частного сыска. Может, ей все привиделось? Нет, с головой у Даши все в порядке, а вот с этим делом что-то не так… далее Читать Свернуть ",,мягкий,9,,"11,00 см x 16,50 см x 1,90 см", 80%,Иронический детектив,384,Отечественные,370000,70х90/32,
382281,978-5-367-01005-3,Фрай Макс,Амф.Фрай(м) Очки Бакки Бугвина доп.,0,16+,2009,Амфора,441793,Очки Бакки Бугвина  Фрай Макс ,0,/files/1377/20/26/77.jpg," В этой повести о гении, помноженном на злодейство, особом зрении, кровавых жертвах на алтарь искусства и несостоявшемся конце света нет, по большому счету, ни правых, ни виноватых - только живые и мертвые. Как всегда. далее Читать Свернуть ",,мягкий,15,,"11,50 см x 18,00 см", 100%,Лабиринты Ехо,158,Отечественная,10000,76х100/32,
3825572,5-699-05987-3,Донцова Дарья Аркадьевна,Э.ИД.Камин для Снегурочки,0,16+,,Эксмо,137726,Камин для Снегурочки  Донцова Дарья Аркадьевна,0,/files/1836/30/41/54/6.png," ""Кто я такая?"" Этот вопрос, как назойливая муха, жужжит в голове... Ее подобрала на шоссе шикарная поп-дива Глафира и привезла к себе домой. Что с ней случилось, она, хоть убей, не помнит, как не помнит ни своего имени, ни адреса... На новом месте ей рассказали, что ее зовут Таня. В недалеком прошлом она была домработницей, потом сбежала из дурдома, где сидела за убийство хозяина. Но этого просто не может быть! Она и мухи не обидит! А далее началось и вовсе странное... Казалось, ее не должны знать в мире шоу-бизнеса, где она, прислуга Глафиры, теперь вращается. Но многие люди узнают в ней совершенно разных женщин. И ничего хорошего все эти мифические особы собой не представляли: одна убила мужа, другая мошенница. Да уж, хрен редьки не слаще! А может, ее просто обманывают? Ведь в шоу-бизнесе царят нравы пираний. Не увернешься - сожрут и косточки не выплюнут! Придется самой выяснять, кто же она. Вот только с чего начать?.. далее Читать Свернуть ",,твердый,5,,"13,00 см x 20,00 см", 72.73%,Иронический детектив,,Отечественные,,84х108/32,
383788,978-5-699-39355-8,Роллинс Джеймс,Э.Бестселлер.Амазония,0,16+,2010,Эксмо,485656,Амазония  Роллинс Джеймс ,0,/files/1836/22/48/38.jpg," Суперпопулярный Джеймс Роллинс в новой модной серии метроформата. Отличные продажи. В джунглях Амазонии находят белого человека с отрезанным языком. Он умирает, успев передать миссионеру жетон с именем Джеральда Кларка, спецназовца армии США. Джеральд Кларк был агентом разведки и пропал в Бразилии четыре года назад вместе с экспедицией, организованной специалистом по тропическим растениям Карлом Рэндом. Какие тайны хранит в своих девственных лесах эта самая загадочная область земного шара? Где находился Кларк целых четыре года? И какая судьба постигла остальных членов экспедиции? далее Читать Свернуть ",,мягкий,8,,"21,50 см x 17,00 см x 2,00 см", 78.57%,"Проект ""Бестселлер""",432,Зарубежная,5000,70х90/16,
385598,978-5-699-39624-5,Роллинс Джеймс,Э.Бестселлер.Ключ Судного дня,0,16+,2010,Эксмо,496624,Ключ Судного дня  Роллинс Джеймс ,1,/files/1377/23/43/00.jpg," В Риме в соборе Святого Петра погибает от взрыва археолог из Ватикана. Перед смертью он успевает спрятать среди реликвий собора древний кожаный мешочек, в котором, как он надеется, заключено спасение человечества... В лаборатории Принстонского университета убит известный ученый-генетик... В Африке в лагере Красного Креста застрелен сын американского сенатора... Три убийства на трех континентах, и все три жертвы помечены выжженным на их плоти древним друидическим крестом. Коммандеру Грею Пирсону и его соратникам из спецотряда ""Сигма"" предстоит выяснить, что связывало этих людей, и попытаться спасти человечество от приближающегося Армагеддона. Впервые на русском! Новый захватывающий супербестееллер от автора ""Амазонии"", ""Бездны"", ""Песчаного дьявола""! далее Читать Свернуть ",,мягкий,1,,"16,50 см x 21,00 см x 2,00 см", 50%,"Проект ""Бестселлер""",480,Зарубежная,,210х160,
3861976,5-699-17676-4,Донцова Дарья Аркадьевна,Э.ИД(м).Билет на ковер-вертолет,0,16+,2006,Эксмо,295962,Билет на ковер-вертолет  Донцова Дарья Аркадьевна,0,/files/1836/12/58/99.jpg," Чтобы написать захватывающий дух детектив, нужно расследовать преступление… Поэтому мне, Виоле Таракановой приходится бегать по городу в поисках криминальных историй. Но на этот раз ""история"" сама заявилась ко мне домой. Убита наша соседка Лиза Макаркина, а на месте преступления взяли юную манекенщицу Аню Галкину. Весь двор жужжит точно улей – местные кумушки только и обсуждают, что любовные отношения Антона Макаркина с Аней. Поддавшись уговорам матери Галкиной, я взялась за расследование. И вытащила на белый свет такую запутанную историю, что впору покупать билет на ковер-вертолет… далее Читать Свернуть ",,мягкий,5,,"10,50 см x 16,50 см x 2,30 см", 72.73%,Иронический детектив,384,Отечественные,430000,70х90/32,
389291,978-5-367-01233-0,Фрай Макс,Амф. Фрай Одна и та же книга,0,16+,2010,Амфора,503919,Одна и та же книга ,0,/files/1377/23/81/44.jpg," В эту книгу вошли рассказы, эссе и прочие записи, сделанные по большей части на ходу, на бегу, на лету, наяву и во сне, где и когда придется. далее Читать Свернуть ",,твердый,70,,"13,00 см x 20,00 см x 2,80 см", 100%,,383,Отечественная,20000,84х108/32,
3904218,978-5-699-21538-6,Донцова Дарья Аркадьевна,Э.ИД(м).Бриллиант мутной воды,0,16+,2005,Эксмо,88760,Бриллиант мутной воды  Донцова Дарья Аркадьевна,0,/files/1377/65/80/8.jpg," Никогда не сдавайся! По этому принципу живет богатая бизнес-леди Элернора, прикованная к инвалидному креслу. Иван Подушкин, ее личный секретарь, тоже вынужден следовать этому лозунгу. Все бы ничего, но Нора вообразила себя великой сыщицей, и Иван гоняет по городу закинув язык на плечо, выполняя ее поручения. Дело в том, что с Нориной подругой Соней произошло несчастье. Ее обвинили в жестоком убийстве невесты сына. Все свидетельствует против нее, она арестована, но Нора не верит, что интеллигентная Соня может обидеть даже муху. Иван мечется по знакомым убитой, и сам не замечает, как выходит на убийцу, который уже приговорил незадачливого сыщика… далее Читать Свернуть ",,мягкий,3,,"10,75 см x 16,50 см x 2,20 см", 66.67%,Иронический детектив,,Отечественные,,70х90/32,
3904441,978-5-699-25162-9,Донцова Дарья Аркадьевна,Э.ИД(м).Ангел на метле,0,16+,2008,Эксмо,374205,Ангел на метле  Донцова Дарья Аркадьевна,2,/files/1836/16/44/30.jpg," «Не было бы счастья, да несчастье помогло!» – в правоте этой пословицы убедился Иван Павлович Подушкин, бессменный секретарь детективного агентства «Ниро». Ваня стал обладателем новой машины, которую получил в качестве гонорара от главного редактора газеты «Час пик». Тот просит Подушкина вычислить сотрудника, сливающего конкурентам эксклюзивную информацию. Ивану Павловичу повезло, он в первый же день узнал имя предателя. Это Наташа Капустина. Однако вышел облом! У нее было железное алиби. Кроме того, Капустина призналась: она является его коллегой, частным детективом. Больше ничего Ваня выяснить не успел – девушку сбила машина. Это несчастный случай или убийство? Вот в этом-то и предстоит разобраться Подушкину, а заодно доказать Элеоноре, которая уехала в Англию на заседание клуба «Дети Шерлока Холмса», что он и один в поле воин!.. далее Читать Свернуть ",,мягкий,6,,"10,50 см x 16,50 см x 1,60 см", 64.29%,Иронический детектив,384,Отечественные,200000,166.00mm x 106.00mm x 17.00mm,
3904641,978-5-699-28056-8,Донцова Дарья Аркадьевна,Э.ИД(м).Стриптиз Жар-птицы,0,16+,2011,Эксмо,396888,Стриптиз Жар-птицы  Донцова Дарья Аркадьевна,2,/files/1836/17/69/36.jpg," Ну и отдохнула я на даче!.. Нет, не бывает у меня, Виолы Таракановой, так, чтобы жизнь текла спокойно и размеренно, обязательно что-нибудь случится! Только приехала погостить к подруге, а с той произошло несчастье — выпала из окна мансарды. Хотя постойте... Выпала? Что-то не похоже! Но кто и за что так обошелся с Даной? Кому она помешала? Письма какие-то анонимные, птички ядовитые, недавнее самоубийство деревенской учительницы, сплетни... Вопросы, вопросы... Где искать ответы? Разберемся! Только, оказывается, история-то давняя. Надо же, сколько скелетов в шкафу можно обнаружить в доме соседей... далее Читать Свернуть ",,мягкий,5,,"11,00 см x 16,50 см x 1,70 см", 61.54%,Иронический детектив,352,Отечественные,,70х90/32,
3905707,5-04-006095-5,Донцова Дарья Аркадьевна,Э.ИД.Сволочь ненаглядная,0,16+,2003,Эксмо,13329,Сволочь ненаглядная  Донцова Дарья Аркадьевна,0,/files/1377/51/45/5.jpg," Юлька, невестка моей подруги, сломала ногу и попала в Институт Склифосовского. Палата подобралась молодая и веселая. Хоть в этом ей повезло, зато мне - нет! Я опять вляпалась в очередную историю! Самым неожиданным образом ее соседки, Настя и Ирина, умирают от тромба. И теперь мне предстояло выполнить Настино посмертное поручение. Надо было найти ее брата и передать ему деньги. Тридцать тысяч баксов! Не хило! Но разыскать Егора оказалось весьма непросто... и даже опасно для жизни... далее Читать Свернуть ",,твердый,7,,"13,00 см x 20,00 см", 76.92%,Иронический детектив,,Отечественные,,84х108/32,
3905727,5-699-03032-8,Донцова Дарья Аркадьевна,Э.ИД.13 несчастий Геракла,0,16+,2003,Эксмо,72833,13 несчастий Геракла  Донцова Дарья Аркадьевна,1,/files/1377/62/72/8.jpg," С недавних пор Иван Подушкин носится как ошпаренный, расследуя дела клиентов. А все потому, что бизнес-леди Нора, у которой Ваня служит секретарем, решила заняться сыщицкой деятельностью. На этот раз Подушкину предстоит установить, кто из домашних регулярно крадет деньги из стола миллионера Кузьминского. В особняке бизнесмена полно домочадцев и, как в английских детективах, существует семейное предание о привидении покойной матери хозяина - художнице Глафире. Когда-то давным-давно она убила себя ножницами, а на ее автопортрете появилось красное пятно... И не успел Иван появиться в доме, как на картине опять возникло пятно! Вся женская часть семьи в ужасе. Ведь пятно - предвестник смерти! Иван скептически относится к бабьим истерикам. И напрасно! Вскоре в доме произошла череда преступлений, а первой убили горничную. Перед портретом Глафиры! Ножницами!.. далее Читать Свернуть ",,твердый,6,,"13,00 см x 20,00 см", 69.23%,Иронический детектив,,Отечественные,,84х108/32,
3906087,978-5-699-33505-3,Донцова Дарья Аркадьевна,"Э.Донцова Шопинг в воздушном замке. Испанская легенда. Жизнь, по слухам, одна",0,16+,2009,Эксмо,484463,Шопинг в воздушном замке. Испанская легенда. Жизнь по слухам одна  Донцова Дарья Аркадьевна,1,/files/1377/22/39/69.jpg," Книга, которую вы держите в руках, - отличный подарок любителю детектива. В ней собраны последние романы самых любимых и самых топовых авторов. О таком сборнике можно было только мечтать, и вот он перед вами! Наслаждайтесь головокружительной интригой, накалом нешуточных страстей, блистательной развязкой дарите это наслаждение своим дорогим и близким!!! далее Читать Свернуть ",,твердый,1,,"14,50 см x 22,00 см", 50%,,,Отечественные,,60x90/16,
391184,978-5-699-39105-9,Емец Дмитрий Александрович,"Э.ШНыр.Пегас, лев и кентавр: повесть",0,12+,2010,Эксмо,509082,"ШНыр. Пегас, лев и кентавр ",4,/files/1377/24/04/56.jpg," Когда тебе больно, не корчи из себя страдающего героя. Нужно или плакать в голос, или терпеть. Ты можешь дать вс другим, но ничего себе. Потому что ты шныр! Ты будешь рвать зубами подушку, расшибать кулаки о стены, но на людях - улыбаться. Потому что ты шныр! Кодекс шныра ШНыр - не имя, не фамилия, не прозвище. Это место, где собираются шныры и которое можно найти на карте. Внешне это самый обычный дом, каждые сто лет его сносят и строят заново, чтобы не привлекать внимания. Шныры не маги, хотя их способности намного превосходят всякое человеческое разумение, - если где-то в мире происходит что-то значительное или необъяснимое, значит, дело не обошлось без шныров. Постороннему человеку попасть на территорию ШНыра невозможно. А тому, кто я?ть раз предал его законы, вернуться назад нельзя. Шныром не рождаются. Никакие сверхъестественные дарования или родство с волшебником для этого не нужны. Выбирают шныров золотые пчелы, единственный улей которых находится на территории ШНыра. Никто не знает, кого пчела выберет в следующий раз и. главное, почему. далее Читать Свернуть ",,твердый,74,,"13,00 см x 20,00 см x 2,50 см", 94.87%,Шныр,384,Для среднего школьного возраста,70100,84х108/32,
391231,978-5-699-40475-9,Роллинс Джеймс,Э.Бестселлер.Роллинс Черный орден,0,16+,2011,Эксмо,508606,Черный орден  Роллинс Джеймс ,1,/files/1377/24/02/79.jpg," От скованных льдом вершин Гималаев до узких улиц Копенгагена, от подземных лабораторий минувшего века до великолепных залов Смитсоновского института - повсюду разбросаны подсказки к разгадке великой тайны - тайны происхождения жизни, зашифрованной в древних рунах. А начинается все в затерянном в Тибете буддийском монастыре, где люди начинают гибнуть от непонятной болезни. В монастырь вылетает вертолет с врачами, и одновременно туда движется некий загадочный человек, которому отдан приказ уничтожить всех! Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"". далее Читать Свернуть ",,мягкий,41,,"21,50 см x 17,00 см x 2,30 см", 97.62%,"Проект ""Бестселлер""",400,Зарубежная,5000,210.00mm x 163.00mm x 22.00mm,
